Timestamp,Ping Time (ms)
2025-04-16 16:08:18,1.99
2025-04-16 16:08:18,1.20
2025-04-16 16:08:18,1.27
2025-04-16 16:08:18,1.21
2025-04-16 16:08:18,1.24
2025-04-16 16:08:18,1.35
2025-04-16 16:08:18,1.70
2025-04-16 16:08:18,1.13
2025-04-16 16:08:19,1.18
2025-04-16 16:08:19,1.37
2025-04-16 16:08:19,1.96
2025-04-16 16:08:19,1.23
2025-04-16 16:08:19,1.44
2025-04-16 16:08:19,1.59
2025-04-16 16:08:19,1.21
2025-04-16 16:08:19,1.32
2025-04-16 16:08:19,1.15
2025-04-16 16:08:20,1.28
2025-04-16 16:08:20,1.61
2025-04-16 16:08:20,1.32
2025-04-16 16:08:20,2.15
2025-04-16 16:08:20,1.25
2025-04-16 16:08:20,1.16
2025-04-16 16:08:20,1.53
2025-04-16 16:08:20,1.27
2025-04-16 16:08:20,1.39
2025-04-16 16:08:20,1.14
2025-04-16 16:08:21,1.28
2025-04-16 16:08:21,1.24
2025-04-16 16:08:21,1.27
2025-04-16 16:08:21,1.34
2025-04-16 16:08:21,1.29
2025-04-16 16:08:21,1.42
2025-04-16 16:08:21,1.24
2025-04-16 16:08:21,2.10
2025-04-16 16:08:21,1.36
2025-04-16 16:08:22,1.40
2025-04-16 16:08:22,1.19
2025-04-16 16:08:22,1.42
2025-04-16 16:08:22,1.33
2025-04-16 16:08:22,1.10
2025-04-16 16:08:22,1.58
2025-04-16 16:08:22,1.27
2025-04-16 16:08:22,1.37
2025-04-16 16:08:22,1.25
2025-04-16 16:08:22,1.20
2025-04-16 16:08:23,1.18
2025-04-16 16:08:23,2.40
2025-04-16 16:08:23,1.32
2025-04-16 16:08:23,1.25
2025-04-16 16:08:23,1.55
2025-04-16 16:08:23,1.02
2025-04-16 16:08:23,1.67
2025-04-16 16:08:23,1.52
2025-04-16 16:08:23,4.15
2025-04-16 16:08:24,3.78
2025-04-16 16:08:24,2.44
2025-04-16 16:08:24,7.75
2025-04-16 16:08:24,5.39
2025-04-16 16:08:24,3.72
2025-04-16 16:08:24,4.13
2025-04-16 16:08:24,2.69
2025-04-16 16:08:24,5.26
2025-04-16 16:08:24,8.41
2025-04-16 16:08:25,2.67
2025-04-16 16:08:25,6.56
2025-04-16 16:08:25,6.57
2025-04-16 16:08:25,3.09
2025-04-16 16:08:25,7.06
2025-04-16 16:08:25,2.63
2025-04-16 16:08:25,5.08
2025-04-16 16:08:25,4.60
2025-04-16 16:08:25,4.96
2025-04-16 16:08:26,4.63
2025-04-16 16:08:26,5.42
2025-04-16 16:08:26,3.57
2025-04-16 16:08:26,7.95
2025-04-16 16:08:26,7.36
2025-04-16 16:08:26,3.59
2025-04-16 16:08:26,4.94
2025-04-16 16:08:26,3.80
2025-04-16 16:08:26,3.41
2025-04-16 16:08:27,4.37
2025-04-16 16:08:27,1.97
2025-04-16 16:08:27,4.57
2025-04-16 16:08:27,1.43
2025-04-16 16:08:27,2.12
2025-04-16 16:08:27,1.25
2025-04-16 16:08:27,3.60
2025-04-16 16:08:27,3.17
2025-04-16 16:08:27,3.56
2025-04-16 16:08:27,2.63
2025-04-16 16:08:28,4.04
2025-04-16 16:08:28,6.21
2025-04-16 16:08:28,1.89
2025-04-16 16:08:28,3.68
